group,test_case_id,run,prompt,success,iterations_used,fatal_errors,error_msg,target_deviation_pct,first_pass_success,total_tokens,power_consumption_mw,model_match_rate
G1_No_Expert,test_7,123,"I need to build an inverting amplifier circuit with 40dB gain, used to amplify thermocouple output signals. The core uses an op-amp — the LM2904 is fine. Input resistor 1kΩ, feedback resistor 100kΩ, giving a gain of -100x. Add a matching resistor at the inverting input to reduce bias current error. Use capacitive coupling at both input and output. ±12V supply.",False,8,0,,,False,11096,,1.0
G2_No_Shield,test_7,123,"I need to build an inverting amplifier circuit with 40dB gain, used to amplify thermocouple output signals. The core uses an op-amp — the LM2904 is fine. Input resistor 1kΩ, feedback resistor 100kΩ, giving a gain of -100x. Add a matching resistor at the inverting input to reduce bias current error. Use capacitive coupling at both input and output. ±12V supply.",True,1,0,,0.02385399999999649,True,1360,,1.0
G3_No_Metric,test_7,123,"I need to build an inverting amplifier circuit with 40dB gain, used to amplify thermocouple output signals. The core uses an op-amp — the LM2904 is fine. Input resistor 1kΩ, feedback resistor 100kΩ, giving a gain of -100x. Add a matching resistor at the inverting input to reduce bias current error. Use capacitive coupling at both input and output. ±12V supply.",True,1,0,,0.02385399999999649,True,606,,1.0
G4_No_Iter,test_7,123,"I need to build an inverting amplifier circuit with 40dB gain, used to amplify thermocouple output signals. The core uses an op-amp — the LM2904 is fine. Input resistor 1kΩ, feedback resistor 100kΩ, giving a gain of -100x. Add a matching resistor at the inverting input to reduce bias current error. Use capacitive coupling at both input and output. ±12V supply.",True,1,0,,0.02385399999999649,True,1359,,1.0
G0_Ours,test_8,123,"Help me build a 20dB non-inverting amplifier to buffer signals. Use the LM2904 op-amp in a non-inverting topology for high input impedance. Use 10kΩ and 100kΩ resistors to set a gain of 10x, which is exactly 20dB. Add a small series resistor at the output to prevent accidental shorts. Likewise add coupling capacitors at input and output. ±5V supply is sufficient.",True,1,0,,0.005002499999999799,True,4384,,1.0
G1_No_Expert,test_8,123,"Help me build a 20dB non-inverting amplifier to buffer signals. Use the LM2904 op-amp in a non-inverting topology for high input impedance. Use 10kΩ and 100kΩ resistors to set a gain of 10x, which is exactly 20dB. Add a small series resistor at the output to prevent accidental shorts. Likewise add coupling capacitors at input and output. ±5V supply is sufficient.",False,8,2,,,False,14049,,1.0
G2_No_Shield,test_8,123,"Help me build a 20dB non-inverting amplifier to buffer signals. Use the LM2904 op-amp in a non-inverting topology for high input impedance. Use 10kΩ and 100kΩ resistors to set a gain of 10x, which is exactly 20dB. Add a small series resistor at the output to prevent accidental shorts. Likewise add coupling capacitors at input and output. ±5V supply is sufficient.",True,1,0,,0.005002499999999799,True,1587,,1.0
G3_No_Metric,test_8,123,"Help me build a 20dB non-inverting amplifier to buffer signals. Use the LM2904 op-amp in a non-inverting topology for high input impedance. Use 10kΩ and 100kΩ resistors to set a gain of 10x, which is exactly 20dB. Add a small series resistor at the output to prevent accidental shorts. Likewise add coupling capacitors at input and output. ±5V supply is sufficient.",True,1,0,,0.005002499999999799,True,606,,1.0
G4_No_Iter,test_8,123,"Help me build a 20dB non-inverting amplifier to buffer signals. Use the LM2904 op-amp in a non-inverting topology for high input impedance. Use 10kΩ and 100kΩ resistors to set a gain of 10x, which is exactly 20dB. Add a small series resistor at the output to prevent accidental shorts. Likewise add coupling capacitors at input and output. ±5V supply is sufficient.",True,1,0,,0.005002499999999799,True,1569,,1.0
G0_Ours,test_9,123,"Design an LED constant-current driver with current controlled at around 20mA. Use the LM2904 op-amp as the control core, plus a power MOSFET or transistor to drive the LED. Use a sense resistor of several tens of ohms; constant current is maintained through op-amp negative feedback. The LED branch supply can be higher, such as 12V or 24V. The entire circuit must be grounded.",True,1,0,,0.8749420000000008,True,4505,,1.0
G1_No_Expert,test_9,123,"Design an LED constant-current driver with current controlled at around 20mA. Use the LM2904 op-amp as the control core, plus a power MOSFET or transistor to drive the LED. Use a sense resistor of several tens of ohms; constant current is maintained through op-amp negative feedback. The LED branch supply can be higher, such as 12V or 24V. The entire circuit must be grounded.",False,8,8,,,False,8116,,1.0
G2_No_Shield,test_9,123,"Design an LED constant-current driver with current controlled at around 20mA. Use the LM2904 op-amp as the control core, plus a power MOSFET or transistor to drive the LED. Use a sense resistor of several tens of ohms; constant current is maintained through op-amp negative feedback. The LED branch supply can be higher, such as 12V or 24V. The entire circuit must be grounded.",True,1,0,,8.015753525976486,True,1130,,1.0
G3_No_Metric,test_9,123,"Design an LED constant-current driver with current controlled at around 20mA. Use the LM2904 op-amp as the control core, plus a power MOSFET or transistor to drive the LED. Use a sense resistor of several tens of ohms; constant current is maintained through op-amp negative feedback. The LED branch supply can be higher, such as 12V or 24V. The entire circuit must be grounded.",False,8,8,,,False,14015,,1.0
G4_No_Iter,test_9,123,"Design an LED constant-current driver with current controlled at around 20mA. Use the LM2904 op-amp as the control core, plus a power MOSFET or transistor to drive the LED. Use a sense resistor of several tens of ohms; constant current is maintained through op-amp negative feedback. The LED branch supply can be higher, such as 12V or 24V. The entire circuit must be grounded.",False,1,0,,99.9810708393,False,1409,,1.0
G0_Ours,test_10,123,"Make another LED driver, this time with lower current — 10mA is enough for an indicator light. A simple transistor-plus-resistor scheme will do; no need for anything complex. Use a small-signal transistor 2N3904 with a base resistor and LED current-limiting resistor, keeping the collector current around 10mA. 5V supply is sufficient.",True,1,0,,4.731793964454631,True,3429,,1.0
G1_No_Expert,test_10,123,"Make another LED driver, this time with lower current — 10mA is enough for an indicator light. A simple transistor-plus-resistor scheme will do; no need for anything complex. Use a small-signal transistor 2N3904 with a base resistor and LED current-limiting resistor, keeping the collector current around 10mA. 5V supply is sufficient.",False,8,8,,,False,5701,,1.0
G2_No_Shield,test_10,123,"Make another LED driver, this time with lower current — 10mA is enough for an indicator light. A simple transistor-plus-resistor scheme will do; no need for anything complex. Use a small-signal transistor 2N3904 with a base resistor and LED current-limiting resistor, keeping the collector current around 10mA. 5V supply is sufficient.",True,1,0,,4.731793964454631,True,1130,,1.0
G3_No_Metric,test_10,123,"Make another LED driver, this time with lower current — 10mA is enough for an indicator light. A simple transistor-plus-resistor scheme will do; no need for anything complex. Use a small-signal transistor 2N3904 with a base resistor and LED current-limiting resistor, keeping the collector current around 10mA. 5V supply is sufficient.",True,1,0,,4.731793964454631,True,633,,1.0
G4_No_Iter,test_10,123,"Make another LED driver, this time with lower current — 10mA is enough for an indicator light. A simple transistor-plus-resistor scheme will do; no need for anything complex. Use a small-signal transistor 2N3904 with a base resistor and LED current-limiting resistor, keeping the collector current around 10mA. 5V supply is sufficient.",True,1,0,,4.731793964454631,True,1130,,1.0
G0_Ours,test_1,456,"I need a low-pass filter to filter out high-frequency noise, with a cutoff frequency around 600Hz. The idea is to use a Sallen-Key topology for better filtering performance. Any common bipolar op-amp will do, such as the ubiquitous LM2904. Add a DC-blocking capacitor at the input and a few decoupling capacitors at the output to ensure stable operation. All grounds can be tied together.",True,2,0,,4.3325195331257005,False,6801,,1.0
G1_No_Expert,test_1,456,"I need a low-pass filter to filter out high-frequency noise, with a cutoff frequency around 600Hz. The idea is to use a Sallen-Key topology for better filtering performance. Any common bipolar op-amp will do, such as the ubiquitous LM2904. Add a DC-blocking capacitor at the input and a few decoupling capacitors at the output to ensure stable operation. All grounds can be tied together.",False,8,7,,,False,8824,,1.0
G2_No_Shield,test_1,456,"I need a low-pass filter to filter out high-frequency noise, with a cutoff frequency around 600Hz. The idea is to use a Sallen-Key topology for better filtering performance. Any common bipolar op-amp will do, such as the ubiquitous LM2904. Add a DC-blocking capacitor at the input and a few decoupling capacitors at the output to ensure stable operation. All grounds can be tied together.",True,2,0,,4.3325195331257005,False,4061,,1.0
G3_No_Metric,test_1,456,"I need a low-pass filter to filter out high-frequency noise, with a cutoff frequency around 600Hz. The idea is to use a Sallen-Key topology for better filtering performance. Any common bipolar op-amp will do, such as the ubiquitous LM2904. Add a DC-blocking capacitor at the input and a few decoupling capacitors at the output to ensure stable operation. All grounds can be tied together.",True,3,0,,4.3325195331257005,False,3191,,1.0
G4_No_Iter,test_1,456,"I need a low-pass filter to filter out high-frequency noise, with a cutoff frequency around 600Hz. The idea is to use a Sallen-Key topology for better filtering performance. Any common bipolar op-amp will do, such as the ubiquitous LM2904. Add a DC-blocking capacitor at the input and a few decoupling capacitors at the output to ensure stable operation. All grounds can be tied together.",False,1,0,,35.13512034007293,False,2175,,1.0
G0_Ours,test_2,456,"Help me build a 1000Hz low-pass filter for audio signal processing. I plan to use an op-amp to build a simple first-order filter — the LM358 should be sufficient. Use resistors around 10kΩ and a 0.1μF capacitor, which should cover up to 1kHz. Single-supply 5V power is fine; remember to add coupling capacitors for DC blocking.",True,2,0,,6.766671846452767,False,8203,,1.0
G1_No_Expert,test_2,456,"Help me build a 1000Hz low-pass filter for audio signal processing. I plan to use an op-amp to build a simple first-order filter — the LM358 should be sufficient. Use resistors around 10kΩ and a 0.1μF capacitor, which should cover up to 1kHz. Single-supply 5V power is fine; remember to add coupling capacitors for DC blocking.",False,8,8,,,False,12047,,1.0
G2_No_Shield,test_2,456,"Help me build a 1000Hz low-pass filter for audio signal processing. I plan to use an op-amp to build a simple first-order filter — the LM358 should be sufficient. Use resistors around 10kΩ and a 0.1μF capacitor, which should cover up to 1kHz. Single-supply 5V power is fine; remember to add coupling capacitors for DC blocking.",False,8,8,,,False,9763,,1.0
G3_No_Metric,test_2,456,"Help me build a 1000Hz low-pass filter for audio signal processing. I plan to use an op-amp to build a simple first-order filter — the LM358 should be sufficient. Use resistors around 10kΩ and a 0.1μF capacitor, which should cover up to 1kHz. Single-supply 5V power is fine; remember to add coupling capacitors for DC blocking.",True,2,0,,2.40018846010056,False,2574,,1.0
G4_No_Iter,test_2,456,"Help me build a 1000Hz low-pass filter for audio signal processing. I plan to use an op-amp to build a simple first-order filter — the LM358 should be sufficient. Use resistors around 10kΩ and a 0.1μF capacitor, which should cover up to 1kHz. Single-supply 5V power is fine; remember to add coupling capacitors for DC blocking.",False,1,0,,36.08546055673143,False,2480,,1.0
G0_Ours,test_3,456,"I want to build a common-emitter amplifier circuit with a voltage gain of about 40dB, used to amplify microphone signals. The core uses an NPN transistor — the 2N3904 is very common. Use the classic voltage-divider bias configuration; the base bias resistors and collector load resistor determine the gain. Both input and output need DC-blocking capacitors, and add a bypass capacitor at the emitter to boost gain. Supply 12V, with a unified ground.",False,8,0,,22.051015999999997,False,31100,,1.0
G1_No_Expert,test_3,456,"I want to build a common-emitter amplifier circuit with a voltage gain of about 40dB, used to amplify microphone signals. The core uses an NPN transistor — the 2N3904 is very common. Use the classic voltage-divider bias configuration; the base bias resistors and collector load resistor determine the gain. Both input and output need DC-blocking capacitors, and add a bypass capacitor at the emitter to boost gain. Supply 12V, with a unified ground.",False,8,8,,,False,11124,,1.0
G2_No_Shield,test_3,456,"I want to build a common-emitter amplifier circuit with a voltage gain of about 40dB, used to amplify microphone signals. The core uses an NPN transistor — the 2N3904 is very common. Use the classic voltage-divider bias configuration; the base bias resistors and collector load resistor determine the gain. Both input and output need DC-blocking capacitors, and add a bypass capacitor at the emitter to boost gain. Supply 12V, with a unified ground.",True,8,0,,15.006570749999995,False,27815,,1.0
G3_No_Metric,test_3,456,"I want to build a common-emitter amplifier circuit with a voltage gain of about 40dB, used to amplify microphone signals. The core uses an NPN transistor — the 2N3904 is very common. Use the classic voltage-divider bias configuration; the base bias resistors and collector load resistor determine the gain. Both input and output need DC-blocking capacitors, and add a bypass capacitor at the emitter to boost gain. Supply 12V, with a unified ground.",False,8,0,,15.653511749999998,False,14303,,1.0
G4_No_Iter,test_3,456,"I want to build a common-emitter amplifier circuit with a voltage gain of about 40dB, used to amplify microphone signals. The core uses an NPN transistor — the 2N3904 is very common. Use the classic voltage-divider bias configuration; the base bias resistors and collector load resistor determine the gain. Both input and output need DC-blocking capacitors, and add a bypass capacitor at the emitter to boost gain. Supply 12V, with a unified ground.",False,1,0,,27.5112385,False,3600,,1.0
G0_Ours,test_4,456,"I need a 30dB gain amplifier to amplify weak sensor signals. Use an NPN transistor for common-emitter amplification — the 2N3904 or similar will work. This time use emitter degeneration (series resistor) to set the gain without a bypass capacitor, which will provide better stability. Add coupling capacitors at both input and output. 9V supply.",False,8,0,,49.08843433333334,False,29390,,1.0
G1_No_Expert,test_4,456,"I need a 30dB gain amplifier to amplify weak sensor signals. Use an NPN transistor for common-emitter amplification — the 2N3904 or similar will work. This time use emitter degeneration (series resistor) to set the gain without a bypass capacitor, which will provide better stability. Add coupling capacitors at both input and output. 9V supply.",False,8,7,,,False,10889,,1.0
G2_No_Shield,test_4,456,"I need a 30dB gain amplifier to amplify weak sensor signals. Use an NPN transistor for common-emitter amplification — the 2N3904 or similar will work. This time use emitter degeneration (series resistor) to set the gain without a bypass capacitor, which will provide better stability. Add coupling capacitors at both input and output. 9V supply.",False,8,0,,161.80455666666666,False,25886,,1.0
G3_No_Metric,test_4,456,"I need a 30dB gain amplifier to amplify weak sensor signals. Use an NPN transistor for common-emitter amplification — the 2N3904 or similar will work. This time use emitter degeneration (series resistor) to set the gain without a bypass capacitor, which will provide better stability. Add coupling capacitors at both input and output. 9V supply.",False,8,0,,121.00601876666666,False,12444,,1.0
G4_No_Iter,test_4,456,"I need a 30dB gain amplifier to amplify weak sensor signals. Use an NPN transistor for common-emitter amplification — the 2N3904 or similar will work. This time use emitter degeneration (series resistor) to set the gain without a bypass capacitor, which will provide better stability. Add coupling capacitors at both input and output. 9V supply.",False,1,0,,148.014773,False,3405,,1.0
G0_Ours,test_5,456,"Help me design a regulated power supply. Input is around 15V, and I want a stable DC output voltage. I plan to use a Zener diode scheme with a transistor buffer to enhance drive capability. Use the 1N4733A (5.1V) Zener and a 2N3904 transistor. Add filter capacitors at both input and output to minimize ripple. Tie all grounds together.",True,2,1,,0.8089772039852193,False,5506,,1.0
G1_No_Expert,test_5,456,"Help me design a regulated power supply. Input is around 15V, and I want a stable DC output voltage. I plan to use a Zener diode scheme with a transistor buffer to enhance drive capability. Use the 1N4733A (5.1V) Zener and a 2N3904 transistor. Add filter capacitors at both input and output to minimize ripple. Tie all grounds together.",False,8,8,,,False,10525,,1.0
G2_No_Shield,test_5,456,"Help me design a regulated power supply. Input is around 15V, and I want a stable DC output voltage. I plan to use a Zener diode scheme with a transistor buffer to enhance drive capability. Use the 1N4733A (5.1V) Zener and a 2N3904 transistor. Add filter capacitors at both input and output to minimize ripple. Tie all grounds together.",False,8,0,,26.57632667352084,False,21509,,1.0
G3_No_Metric,test_5,456,"Help me design a regulated power supply. Input is around 15V, and I want a stable DC output voltage. I plan to use a Zener diode scheme with a transistor buffer to enhance drive capability. Use the 1N4733A (5.1V) Zener and a 2N3904 transistor. Add filter capacitors at both input and output to minimize ripple. Tie all grounds together.",True,2,1,,0.8089772039852193,False,2108,,1.0
G4_No_Iter,test_5,456,"Help me design a regulated power supply. Input is around 15V, and I want a stable DC output voltage. I plan to use a Zener diode scheme with a transistor buffer to enhance drive capability. Use the 1N4733A (5.1V) Zener and a 2N3904 transistor. Add filter capacitors at both input and output to minimize ripple. Tie all grounds together.",False,1,1,,,False,1053,,1.0
G0_Ours,test_6,456,"Simply make a 5V reference supply — no need for high current, just enough to provide a reference for digital circuits. Use the most basic Zener scheme: one 1N4733A Zener diode plus a current-limiting resistor is sufficient. Input 12V; choose the resistor so the Zener operating current is between 5-10mA. Add a capacitor at the output for filtering.",True,1,0,,1.0383215999999962,True,4097,,1.0
G1_No_Expert,test_6,456,"Simply make a 5V reference supply — no need for high current, just enough to provide a reference for digital circuits. Use the most basic Zener scheme: one 1N4733A Zener diode plus a current-limiting resistor is sufficient. Input 12V; choose the resistor so the Zener operating current is between 5-10mA. Add a capacitor at the output for filtering.",False,8,8,,,False,5959,,1.0
G2_No_Shield,test_6,456,"Simply make a 5V reference supply — no need for high current, just enough to provide a reference for digital circuits. Use the most basic Zener scheme: one 1N4733A Zener diode plus a current-limiting resistor is sufficient. Input 12V; choose the resistor so the Zener operating current is between 5-10mA. Add a capacitor at the output for filtering.",True,1,0,,1.0383215999999962,True,1670,,1.0
G3_No_Metric,test_6,456,"Simply make a 5V reference supply — no need for high current, just enough to provide a reference for digital circuits. Use the most basic Zener scheme: one 1N4733A Zener diode plus a current-limiting resistor is sufficient. Input 12V; choose the resistor so the Zener operating current is between 5-10mA. Add a capacitor at the output for filtering.",True,1,0,,1.0383215999999962,True,932,,1.0
G4_No_Iter,test_6,456,"Simply make a 5V reference supply — no need for high current, just enough to provide a reference for digital circuits. Use the most basic Zener scheme: one 1N4733A Zener diode plus a current-limiting resistor is sufficient. Input 12V; choose the resistor so the Zener operating current is between 5-10mA. Add a capacitor at the output for filtering.",True,1,0,,1.0383215999999962,True,1729,,1.0
G0_Ours,test_7,456,"I need to build an inverting amplifier circuit with 40dB gain, used to amplify thermocouple output signals. The core uses an op-amp — the LM2904 is fine. Input resistor 1kΩ, feedback resistor 100kΩ, giving a gain of -100x. Add a matching resistor at the inverting input to reduce bias current error. Use capacitive coupling at both input and output. ±12V supply.",True,1,0,,0.02385399999999649,True,3733,,1.0
G1_No_Expert,test_7,456,"I need to build an inverting amplifier circuit with 40dB gain, used to amplify thermocouple output signals. The core uses an op-amp — the LM2904 is fine. Input resistor 1kΩ, feedback resistor 100kΩ, giving a gain of -100x. Add a matching resistor at the inverting input to reduce bias current error. Use capacitive coupling at both input and output. ±12V supply.",False,8,7,,,False,9274,,1.0
G2_No_Shield,test_7,456,"I need to build an inverting amplifier circuit with 40dB gain, used to amplify thermocouple output signals. The core uses an op-amp — the LM2904 is fine. Input resistor 1kΩ, feedback resistor 100kΩ, giving a gain of -100x. Add a matching resistor at the inverting input to reduce bias current error. Use capacitive coupling at both input and output. ±12V supply.",True,1,0,,0.02385399999999649,True,1362,,1.0
G3_No_Metric,test_7,456,"I need to build an inverting amplifier circuit with 40dB gain, used to amplify thermocouple output signals. The core uses an op-amp — the LM2904 is fine. Input resistor 1kΩ, feedback resistor 100kΩ, giving a gain of -100x. Add a matching resistor at the inverting input to reduce bias current error. Use capacitive coupling at both input and output. ±12V supply.",True,1,0,,0.02385399999999649,True,606,,1.0
G4_No_Iter,test_7,456,"I need to build an inverting amplifier circuit with 40dB gain, used to amplify thermocouple output signals. The core uses an op-amp — the LM2904 is fine. Input resistor 1kΩ, feedback resistor 100kΩ, giving a gain of -100x. Add a matching resistor at the inverting input to reduce bias current error. Use capacitive coupling at both input and output. ±12V supply.",True,1,0,,0.02385399999999649,True,1387,,1.0
G0_Ours,test_8,456,"Help me build a 20dB non-inverting amplifier to buffer signals. Use the LM2904 op-amp in a non-inverting topology for high input impedance. Use 10kΩ and 100kΩ resistors to set a gain of 10x, which is exactly 20dB. Add a small series resistor at the output to prevent accidental shorts. Likewise add coupling capacitors at input and output. ±5V supply is sufficient.",True,1,0,,0.005002499999999799,True,4235,,1.0
G1_No_Expert,test_8,456,"Help me build a 20dB non-inverting amplifier to buffer signals. Use the LM2904 op-amp in a non-inverting topology for high input impedance. Use 10kΩ and 100kΩ resistors to set a gain of 10x, which is exactly 20dB. Add a small series resistor at the output to prevent accidental shorts. Likewise add coupling capacitors at input and output. ±5V supply is sufficient.",False,8,8,,,False,12618,,1.0
G2_No_Shield,test_8,456,"Help me build a 20dB non-inverting amplifier to buffer signals. Use the LM2904 op-amp in a non-inverting topology for high input impedance. Use 10kΩ and 100kΩ resistors to set a gain of 10x, which is exactly 20dB. Add a small series resistor at the output to prevent accidental shorts. Likewise add coupling capacitors at input and output. ±5V supply is sufficient.",True,1,0,,0.005002499999999799,True,1511,,1.0
G3_No_Metric,test_8,456,"Help me build a 20dB non-inverting amplifier to buffer signals. Use the LM2904 op-amp in a non-inverting topology for high input impedance. Use 10kΩ and 100kΩ resistors to set a gain of 10x, which is exactly 20dB. Add a small series resistor at the output to prevent accidental shorts. Likewise add coupling capacitors at input and output. ±5V supply is sufficient.",True,1,0,,0.005002499999999799,True,606,,1.0
G4_No_Iter,test_8,456,"Help me build a 20dB non-inverting amplifier to buffer signals. Use the LM2904 op-amp in a non-inverting topology for high input impedance. Use 10kΩ and 100kΩ resistors to set a gain of 10x, which is exactly 20dB. Add a small series resistor at the output to prevent accidental shorts. Likewise add coupling capacitors at input and output. ±5V supply is sufficient.",True,1,0,,0.005002499999999799,True,1519,,1.0
G0_Ours,test_9,456,"Design an LED constant-current driver with current controlled at around 20mA. Use the LM2904 op-amp as the control core, plus a power MOSFET or transistor to drive the LED. Use a sense resistor of several tens of ohms; constant current is maintained through op-amp negative feedback. The LED branch supply can be higher, such as 12V or 24V. The entire circuit must be grounded.",True,1,0,,0.8749420000000008,True,4281,,1.0
G1_No_Expert,test_9,456,"Design an LED constant-current driver with current controlled at around 20mA. Use the LM2904 op-amp as the control core, plus a power MOSFET or transistor to drive the LED. Use a sense resistor of several tens of ohms; constant current is maintained through op-amp negative feedback. The LED branch supply can be higher, such as 12V or 24V. The entire circuit must be grounded.",False,8,8,,,False,11344,,1.0
G2_No_Shield,test_9,456,"Design an LED constant-current driver with current controlled at around 20mA. Use the LM2904 op-amp as the control core, plus a power MOSFET or transistor to drive the LED. Use a sense resistor of several tens of ohms; constant current is maintained through op-amp negative feedback. The LED branch supply can be higher, such as 12V or 24V. The entire circuit must be grounded.",True,1,0,,8.015753525976486,True,1130,,1.0
G3_No_Metric,test_9,456,"Design an LED constant-current driver with current controlled at around 20mA. Use the LM2904 op-amp as the control core, plus a power MOSFET or transistor to drive the LED. Use a sense resistor of several tens of ohms; constant current is maintained through op-amp negative feedback. The LED branch supply can be higher, such as 12V or 24V. The entire circuit must be grounded.",False,8,8,,,False,10648,,1.0
G4_No_Iter,test_9,456,"Design an LED constant-current driver with current controlled at around 20mA. Use the LM2904 op-amp as the control core, plus a power MOSFET or transistor to drive the LED. Use a sense resistor of several tens of ohms; constant current is maintained through op-amp negative feedback. The LED branch supply can be higher, such as 12V or 24V. The entire circuit must be grounded.",False,1,1,,,False,873,,1.0
G0_Ours,test_10,456,"Make another LED driver, this time with lower current — 10mA is enough for an indicator light. A simple transistor-plus-resistor scheme will do; no need for anything complex. Use a small-signal transistor 2N3904 with a base resistor and LED current-limiting resistor, keeping the collector current around 10mA. 5V supply is sufficient.",True,1,0,,4.731793964454631,True,3633,,1.0
G1_No_Expert,test_10,456,"Make another LED driver, this time with lower current — 10mA is enough for an indicator light. A simple transistor-plus-resistor scheme will do; no need for anything complex. Use a small-signal transistor 2N3904 with a base resistor and LED current-limiting resistor, keeping the collector current around 10mA. 5V supply is sufficient.",False,8,8,,,False,8542,,1.0
G2_No_Shield,test_10,456,"Make another LED driver, this time with lower current — 10mA is enough for an indicator light. A simple transistor-plus-resistor scheme will do; no need for anything complex. Use a small-signal transistor 2N3904 with a base resistor and LED current-limiting resistor, keeping the collector current around 10mA. 5V supply is sufficient.",True,1,0,,4.731793964454631,True,1133,,1.0
G3_No_Metric,test_10,456,"Make another LED driver, this time with lower current — 10mA is enough for an indicator light. A simple transistor-plus-resistor scheme will do; no need for anything complex. Use a small-signal transistor 2N3904 with a base resistor and LED current-limiting resistor, keeping the collector current around 10mA. 5V supply is sufficient.",True,1,0,,4.731793964454631,True,633,,1.0
G4_No_Iter,test_10,456,"Make another LED driver, this time with lower current — 10mA is enough for an indicator light. A simple transistor-plus-resistor scheme will do; no need for anything complex. Use a small-signal transistor 2N3904 with a base resistor and LED current-limiting resistor, keeping the collector current around 10mA. 5V supply is sufficient.",True,1,0,,4.731793964454631,True,1130,,1.0
